Method,RMSE,rRMSE,AUROC,AUPRC,Iter,minRank
Pois. N-mix,26.8882395567086,3.53763803536329,0.668696330991413,0.612376529024049,1.7,2
Pois. NMF,28.7366944746092,3.78083597364512,0.544379391100703,0.498916538579489,42.1,2
IFMF,29.4260400048824,3.8715319436159,0.592896174863388,0.543576544625133,4.6,5
MC-CF,27.6964948611275,3.64397875362288,0.600351288056206,0.577973536413324,15.4,5
Trunc. SVD,40.5503477713153,5.33513740535024,0.461904761904762,0.443320433179252,1,5
