Method,RMSE,rRMSE,AUROC,AUPRC,iter,minRank
Pois. N-mix,193.763414293912,3.99247143403859,0.725669553796018,0.684125232075066,3.6,10
Pois. NMF,182.625587978989,4.29255193098767,0.623868071818892,0.466670737687498,33.3,2
IFMF,300.734341397229,5.48843465451506,0.573860946928863,0.575625585856757,3.6,5
MC-CF,254.184556985244,4.69684485669897,0.580549298043443,0.595726109437256,11.1,2
Trunc. SVD,694.66329163817,14.4265703168842,0.526335823947065,0.530654687778208,1,2
