Method,RMSE,rRMSE,AUROC,AUPRC,iter,minRank
Pois. N-mix,356.734249169118,5.75581371795725,0.751344559681796,0.724281242944728,1.5,5
Pois. NMF,323.606098042836,5.42029357279461,0.73576973594538,0.704768259360607,1.5,5
IFMF,570.191292825579,11.0237761626402,0.633838395103032,0.612004692706333,2.6,2
MC-CF,476.902103451389,8.66969578444361,0.624788545655056,0.633242183493239,1.2,2
Trunc. SVD,694.66329163817,14.4265703168842,0.526335823947065,0.530654687778208,1,2
